1494	0.09240505 0.10600898 0.08878614 -0.055198886 0.012767181 0.04446554 -0.1191678 0.091944575 -0.11807657 0.044468507 -0.028534293 -0.08743431 0.09422007 0.046306938 -0.107333675 0.11654949 -0.067115165 0.08178447 -0.07892841 -0.09383119 -0.12124731 0.08764894 0.0030224472 -0.100008085 0.11667672 -0.086681545 -0.1016222 0.099686936 -0.06677673 0.068344295 0.11863071 -0.008131854 -0.06281216 -0.074197665 -0.05028277 -0.07825734 -0.031112216 -0.1020477 0.013807774 0.09747222 0.027071133 -0.035944693 -0.019932248 0.001170516 -0.001802817 0.08846083 0.07724838 -0.1073613 0.010819912 -0.05010724 0.111382455 0.039995477 -0.098737106 -0.008201614 -0.117295824 -0.10855587 0.02448216 0.12189454 -0.06918317 0.0790592 -0.019303337 -0.015776925 0.10939576 -0.067682214
1495	-0.013239026 0.011639714 0.024583608 0.036009148 0.006701052 0.066935554 -0.06757424 -0.00030347705 0.0032096952 0.024127722 0.03188294 0.07719904 -0.027601928 0.092934266 0.08352849 -0.11164846 0.06780055 -0.10896746 0.1200307 0.019464955 0.037772283 -0.060876742 -0.0799056 0.0011384189 0.08943418 0.053739786 -0.0062426776 -0.053690672 -0.037660204 0.026410103 -0.094793625 -0.08781637 0.070198715 -0.048419625 -0.037720546 -0.08561011 -0.029345654 -0.067005016 -0.08439725 0.031448662 0.025288895 0.053972498 0.0027589053 0.08687061 0.072949916 -0.027717493 0.04130566 0.04920417 0.113768965 0.03829901 0.06893732 -0.012584545 0.10324207 0.00011329353 -0.0008374974 -0.06493613 -0.036592364 -0.041118585 0.120815784 -0.009891838 -0.05650857 -0.07635139 -0.04994847 -0.09972253
1502	-0.004863903 0.012350708 -0.060744107 0.07592955 -0.043295443 -0.008387528 0.0021181256 -0.005756609 -0.032205857 0.055591688 -0.09667426 -0.015886135 -0.019676626 0.055504173 -0.08512862 -0.06979938 0.010838509 -0.10774816 0.06670521 -0.10919703 -0.07809975 0.01878053 0.036064833 -0.036230326 -0.07217354 0.05531414 0.0254502 -0.096632235 -0.022955038 -0.10762892 0.0439191 0.03668648 -0.014122546 -0.116923265 0.03084582 0.06572631 0.10583593 0.102139905 -0.09910917 -0.049839154 -0.07529017 0.07062043 -0.04430063 -0.0018021762 -0.12440346 -0.024522357 0.12272781 0.08811171 -0.07722458 0.09611826 -0.027462877 -0.034300514 -0.10446376 0.009981632 -0.011588678 -0.048539437 0.057288125 -0.105826415 0.003285274 0.043802723 0.06944935 0.06331028 -0.04046637 -0.029214986
1504	-0.022685416 -0.04431904 0.03191015 0.02683276 0.103686154 -0.04200358 0.046916723 -0.0027458072 -0.08484922 0.002216816 0.08888455 -0.039493173 0.02371779 -0.03470432 0.07430342 -0.033897735 -0.038395815 -0.082883134 -0.0449137 0.05886905 -0.03470894 0.11057949 0.069450065 -0.12148708 -0.10146745 -0.12466089 -0.009765767 0.081959516 0.0009216219 -0.112979755 0.028951481 0.109756544 0.10200478 0.10175666 0.06631337 -0.0058031976 -0.11027801 -0.04396344 -0.11826585 -0.06941055 -0.023927726 0.048910677 -0.043748938 0.09214151 0.038153455 -0.11233014 -0.11778913 -0.099196926 -0.10764955 0.02958572 -0.02097807 -0.030879177 -0.071431175 0.1212648 -0.10833547 0.012127221 -0.08829513 -0.0738751 0.025292233 0.038618684 -0.014436044 0.09043303 -0.122095674 0.013921261
1506	-0.0018146709 -0.11477207 -0.111321725 -0.10815129 -0.040876 0.07862452 0.0019739568 -0.029996157 -0.039423466 0.047004223 -0.106223814 0.03334564 0.0024300218 0.053473458 -0.11885365 0.08892943 -0.07994998 -0.04960367 -0.043009005 -0.046430945 -0.064932615 -0.07741049 -0.043162152 -0.07990284 -0.045026883 -0.049855016 0.044058308 0.051849097 0.08907513 -0.057340205 0.030307725 0.049002603 0.09692453 0.122357145 0.022094294 0.010121852 -0.08580372 0.029511467 0.009838134 0.112876534 -0.010290682 0.09426664 -0.12006132 -0.041727357 -0.07688503 0.001010105 -0.11715815 -0.017978951 0.020742103 -0.08753364 -0.10115737 -0.04259751 -0.07437882 0.046895295 -0.08387226 -0.05252459 -0.076127365 -0.0007593185 0.03780137 0.00452587 0.082619205 -0.07558301 0.004711941 0.08053273
1509	0.10615045 -0.07624424 -0.074672885 0.05720091 -0.094372496 0.05781856 0.01088199 -0.11607781 -0.09768736 -0.05472406 0.09409511 0.10177687 -0.107927635 0.09263283 0.08847889 -0.088844344 -0.008122064 -0.07158611 0.09568302 -0.035198733 -0.09872982 0.0028177947 -0.055115208 0.109766066 0.0076628774 -0.034042276 -0.016529389 0.0050854534 0.06883398 0.12058365 -0.117021196 -0.0035339072 0.06985359 -0.06987396 -0.018035777 0.075074956 -0.013328955 0.02146402 -0.102658406 -0.12023096 0.003557384 -0.107963204 0.00950399 -0.059525788 0.03177537 -0.10245598 0.024348691 -0.10887662 -0.059064068 -0.0965129 0.017166078 0.00011701882 -0.051563166 0.10015318 -0.11639858 -0.0333348 -0.08997013 0.021634728 0.009981915 -0.06977466 0.0017423034 0.11983913 -0.040657207 0.104298726
1510	0.10621704 -0.06418985 -0.049513727 -0.047414713 0.09396432 0.017448872 -0.009665713 0.10729201 -0.122401565 -0.05151701 -0.007604316 0.09249298 0.0025334805 0.021244377 -0.0587911 0.0030365884 0.0018590242 0.11635208 0.059261605 -0.049513496 -0.06724097 -0.03832376 0.07626933 0.0028588325 0.06587541 -0.07267122 -0.019192494 0.11634044 -0.00654909 0.03831236 0.012049004 -0.018850386 0.035810843 0.040489078 -0.06981664 -0.07544632 0.10959296 -0.018242434 0.054476872 -0.041637287 -0.033507474 -0.09142129 0.119494215 0.025245607 0.102088735 -0.053506404 -0.117217906 -0.10308767 -0.093226865 -0.098921135 0.047888026 0.022454843 0.07461688 -0.10303946 0.11038652 0.07552898 0.08440645 -0.1017967 -0.06375799 0.041735962 -0.07568303 0.09496002 0.0020980835 -0.024121441
1528	-0.0710033 -0.09286498 0.03401637 -0.02359543 -0.1130381 -0.08015461 0.04743609 0.07772675 0.0050936937 0.017426655 -0.10849301 -0.046403147 -0.12414922 -0.035133965 -0.032100275 0.110439315 0.06363249 -0.12245532 -0.069108516 0.03809157 -0.12132587 -0.039703585 0.12083526 -0.12281219 -0.030431889 0.08205226 -0.09018637 0.0007735193 -0.11382411 0.025354892 -0.097938895 -0.12220516 -0.07906124 -0.061602928 0.082124546 0.07880622 0.03076595 0.03201945 0.056045473 0.09645073 0.12120493 -0.011679083 -0.036053263 -0.054016776 -0.015299924 0.042622358 -0.00030306727 -0.09413302 -0.0400585 -0.043577783 0.01372923 -0.06347695 -0.10961701 0.10846546 -0.10868207 0.012571111 -0.09741836 0.03488268 -0.10123426 0.11543429 0.10243182 -0.088137165 -0.024206586 -0.057178214
1530	0.11877452 -0.013946317 0.0045460463 -0.06073226 -0.06441991 -0.10590827 -0.113299735 -0.07213755 0.08821918 -0.09094096 0.046554893 -0.028565027 -0.039667174 0.028655782 0.115208745 0.11798778 0.010831758 -0.09880468 0.028715357 -0.02787663 -0.102925576 0.00788188 0.040829778 -0.06539504 -0.113185324 -0.11729626 0.021118492 -0.094905235 0.0626328 -0.02889157 -0.0015693307 -0.057573095 -0.043601587 0.052238762 0.11790657 -0.023668766 -0.10145518 -0.023450047 0.12010904 -0.015757062 -0.10749167 -0.020768322 0.1028481 0.005172193 -0.076331645 0.0016725063 0.05942364 -0.08512029 -0.10614856 -0.10188578 0.09499657 -0.09184046 -0.03172663 0.027085707 0.05013852 -0.052524284 0.015971005 0.011827037 0.009075865 0.04312004 0.1102899 0.016773611 -0.10864948 0.07573886
1548	0.019481778 -0.050466694 0.024385452 -0.02466701 0.025319442 0.029248536 0.03850405 0.08354768 0.025486857 -0.048426636 -0.03141184 0.04769367 0.020019382 -0.07946216 0.0041954964 -0.042086072 0.025026187 -0.06268084 -0.12007064 -0.024891086 0.09769656 -0.1053651 0.015260786 -0.057180822 -0.078916594 -0.02852989 -0.014516935 0.02216722 -0.0033161864 0.03174551 -0.1072817 -0.098647274 0.03842908 0.1155594 -0.12433788 -0.059727386 -0.097610325 0.045893446 -0.07117882 -0.012696378 0.08188549 0.043749437 0.0030186623 -0.08933893 0.071154624 0.120680064 0.08572549 -0.031499036 -0.008402459 -0.04463011 -0.12489515 0.096894935 0.024561986 0.076153964 -0.11333621 0.09397566 0.07976687 0.010326117 0.0149476975 -0.021906808 0.01833564 -0.027580552 0.065444335 0.022192448
1550	0.037687644 0.026363999 0.1062236 0.11303261 0.016948476 -0.050285526 -0.006241329 -0.08705224 0.030529007 0.029522285 -0.09661155 -0.12339221 0.11712772 0.006914586 0.07023105 0.014888585 -0.041099228 -0.006415814 0.090490624 0.065666005 0.06970167 -0.029384352 0.0346556 -0.021454759 -0.015837558 0.003779143 0.07631908 0.018596306 -0.019458935 -0.053478375 -0.0018565953 -0.11195455 -0.017111756 -0.010080852 0.06590016 0.004126966 -0.004001163 0.0758744 -0.105857015 0.09692663 -0.04045327 0.075699806 0.06986523 -0.042191334 0.06599808 0.11843358 -0.108125 -0.07589739 -0.009156488 0.093053475 0.026551172 0.047392115 0.055884838 -0.023533702 0.07053147 -0.09988716 -0.035395287 -0.113776885 0.02981627 -0.024141796 -0.007752016 0.021591619 0.029576585 0.11909406
1558	-0.11376086 0.027348012 -0.09541642 -0.102541916 -0.09611518 0.082604185 -0.07298018 0.05506532 -0.09279865 0.07760711 0.0011332035 -0.08492687 0.09976499 -0.07435573 -0.030053504 0.06707972 0.08996312 -0.04896406 -0.1208157 -0.08705069 -0.053427115 0.08903302 -0.08600475 -0.015524246 0.1065658 0.08911204 0.097246975 0.040996984 -0.08732624 0.03095913 0.10852802 0.047768936 -0.12053568 0.060048744 0.053309202 -0.014831379 -0.063698694 0.084545925 0.11694251 0.045302466 0.052127197 0.09085022 -0.031832933 -0.0982361 0.015376568 -0.07980742 -0.008736305 0.014893666 -0.047815263 -0.09268868 -0.09329422 -0.06658247 -0.09673236 -0.061358683 -0.055054046 -0.03100302 -0.055459253 0.046489686 -0.107831575 0.10138331 -0.09340738 -0.01732748 0.04279098 -0.0016171932
1560	0.038387254 0.08974135 -0.06208258 0.12357864 -0.07017901 -0.029497743 0.033288598 -0.057159014 0.11698054 0.054232165 -0.06443271 -0.08240941 0.029467925 -0.028118342 -0.06688654 0.04272616 -0.06322857 -0.06686803 -0.053343922 -0.07075545 -7.729232e-05 0.033527806 0.112996906 0.11707196 -0.0665791 0.03590767 -0.07770817 0.11215711 -0.07985654 -0.09345208 0.03424965 -0.037098818 -0.036908403 -0.0661698 0.11295362 0.02230829 0.101599544 -0.036853246 0.10236001 0.0052116364 -0.061544448 -0.008414008 0.017958522 -0.12155349 0.030334115 0.010687023 0.097694814 0.011747643 -0.0038455725 0.058943033 0.053305104 -0.12333597 -0.11477461 -0.053768173 0.022404626 -0.09708917 0.09816344 0.06472425 0.029410228 0.08487949 -0.10056024 -0.09654233 -0.045917936 -0.11434371
1564	-0.08514643 -0.016308233 0.08364001 0.008433953 0.082024366 -0.0765574 -0.08365688 -0.05504953 -0.07865131 0.05722192 0.09296742 -0.06183771 -0.036186785 -0.08166051 0.059775904 0.09813349 -0.07299729 -0.0034687892 -0.080746666 0.06456758 0.0746689 -0.044868425 -0.065894365 -0.013919532 -0.07283101 0.10911445 -0.05413807 -0.05700305 0.054478094 -0.10071087 0.026286423 0.062684655 0.124127 -0.024837531 0.057458937 -0.018484183 -0.022508606 -0.09206611 -0.009372003 -0.0001579225 -0.009935334 0.06379944 -0.045231506 0.0035401285 -0.00981649 -0.06061472 0.103590325 0.027435228 -0.1036148 0.09149195 -0.0029119998 -0.053627692 -0.026464649 -0.06606547 0.03039822 -0.11847222 -0.04550407 0.041090414 -0.03166035 -0.040702805 0.09279826 0.07982339 -0.11410406 0.11581533
1570	0.072494954 0.04267378 -0.05042255 -0.056525126 -0.09115571 -0.12280829 -0.11259389 0.07216592 -0.055637375 0.059405074 -0.060584247 -0.0011063963 0.08492157 -0.05965033 -0.035373755 0.07452883 0.0777071 0.08086476 0.0024475455 0.03828907 0.112309724 0.10076527 -0.057369024 -0.09540701 -0.04280342 0.05692883 0.06151603 -0.029694855 0.12273675 0.072457105 0.0006533116 0.029150993 -0.09738454 -0.08466945 -0.07149282 0.01733689 -0.034467258 0.0451151 -0.05972676 -0.11745961 -0.022489056 0.046412796 0.12288049 -0.046953015 -0.046782292 -0.113397 0.028564796 0.028052673 -0.032228217 0.017039388 -0.0027068108 -0.06835612 0.018719018 0.12152876 -0.021126978 -0.03617756 0.02989009 -0.058490045 -0.102726325 0.01924096 -0.012925647 -0.03083159 0.026618153 0.037255257
1589	-0.00024695694 -0.11324592 -0.121585816 -0.1172085 -0.055228792 -0.04258769 -0.098426625 0.034024343 -0.066405125 -0.056811675 -0.09541439 0.025463894 -0.023111343 -0.12245951 -0.08147505 -0.018153638 0.072343975 -0.12348482 -0.039787926 -0.021699294 0.107764065 -0.050375856 0.055243537 -0.039351292 0.11547358 -0.025978312 -0.03246162 0.034449786 0.046197236 -0.030677013 0.090486005 0.11843924 0.022103757 0.11854868 0.0017604977 0.029194698 -0.016169645 -0.10943896 0.1023943 -0.03809631 0.00043980777 0.08670887 -0.111236185 -0.082938015 0.032162994 -0.1021399 -0.1137844 -0.12226158 0.01295799 0.120009765 0.02171357 0.093319714 0.015486598 -0.04275188 0.054831266 0.026795655 0.04337743 0.05766198 0.042177886 -0.029312424 0.053163663 0.07238023 -0.02247195 -0.09995806
1592	0.008247644 -0.017032363 0.08083075 -0.12108834 0.09089935 0.038524225 0.062471494 0.042395905 0.1128445 0.11087978 0.09187694 -0.12408468 0.013424188 -0.04174657 0.002626434 0.007130474 -0.053546727 0.07535398 0.10799691 -0.05650857 0.106721744 -0.06185472 0.0821234 0.060921386 0.040088624 -0.05844909 0.09523304 -0.095824644 0.010392457 -0.025886506 0.013263747 -0.06577867 -0.0126827285 -0.003705129 -0.036145702 0.111438364 -0.031862296 0.027859092 -0.07821585 -0.10652116 0.036799356 -0.0301115 -0.080080114 0.12163299 -0.07307897 -0.066150874 0.06860499 0.017287895 -0.012147799 -0.03243322 -0.0067467093 -0.06364608 -0.03379973 -0.04844615 -0.056301735 0.10473174 0.03901446 0.11981751 -0.09159362 -0.09802447 -0.0672538 -0.07858804 -0.05687441 -0.111763366
1602	-0.06592978 0.04416451 0.12384817 -0.018642135 0.08857675 0.081975445 0.0150663555 -0.07204147 0.04770659 -0.09168517 -0.014457233 0.02419889 0.07488574 -0.09002092 0.050819024 -0.03179902 -0.006583251 0.05156955 -0.112758026 -0.028818056 -0.06659801 -0.052212827 0.08376914 -0.04614999 -0.06874541 -0.02242072 0.04694499 0.087416455 0.04179509 -0.06886333 -0.11407763 0.05058551 0.012995839 0.10912931 -0.003275402 -0.030004375 0.013848826 0.0038021952 0.027274773 -0.08096659 0.115092695 -0.09823284 -0.055894487 0.08238439 -0.012538418 -0.09331625 0.0054794997 0.05590549 -0.049546726 0.054652795 0.055490002 -0.024563685 -0.04308383 0.10630281 -0.10297654 0.019072577 -0.026783705 0.09670837 0.0074639767 0.02594924 0.119989336 0.07170011 0.08116153 0.105654895
1604	-0.08482851 -0.032751426 -0.01639381 -0.11323825 -0.117938496 -0.021610387 -0.10709308 -0.061929718 0.055040047 0.01894027 0.09300719 -0.0028901696 0.0134489685 0.07239163 0.11962983 -0.0722557 -0.019228436 0.12397623 -0.02247388 0.012901455 -0.029068656 0.07079077 0.11738612 -0.0862677 0.09692493 0.12377329 -0.014832951 -0.083289295 -0.123117276 -0.068500504 -0.04712881 -0.0099444315 -0.1233701 -0.07903208 -0.119198054 0.029198825 -0.058125608 -0.12203443 -0.04917358 -0.011207238 -0.044780426 -0.09199837 -0.099417135 -0.018178925 -0.10092215 -0.053330168 -0.060029767 -0.08879602 -0.11111033 0.054343194 0.05462441 0.1232577 -0.0144571215 0.026572615 0.08045648 -0.078367874 0.11768475 0.035020933 -0.09121443 -0.036520198 -0.116616875 -0.084505856 -0.03187754 0.0077884346
1621	0.06316467 0.12457386 -0.0452438 -0.056657493 -0.07579253 0.11652115 -0.10249386 -0.047108106 -0.12211319 -0.05364444 0.081879646 0.0345549 -0.100683026 -0.012762889 0.03291814 -0.011001602 0.053507626 -0.0032211319 -0.10213059 0.118294045 -0.02631741 0.120509654 -0.04070744 0.09740578 0.03221634 -0.010772057 0.035597727 -0.10507729 -0.059171893 0.0798932 0.009687707 0.024031013 -0.11337552 -0.0072883964 0.064216256 0.056675598 -0.0807508 -0.016207054 -0.007949837 -0.024535172 0.11078337 0.03042692 0.076075524 0.107555136 -0.06879622 0.059178904 -0.059198722 0.049982592 0.067267 0.03404881 0.0638617 -0.08251665 0.09214698 0.018785864 -0.043404527 -0.1176914 -0.11560115 0.052112386 -0.009235486 0.062806144 -0.11206075 -0.04570201 -0.03582906 -0.017665088
1625	0.119369686 0.119020894 0.11405648 0.07594763 0.12486011 -0.06376517 0.111848354 0.07886046 0.0861768 -0.11562387 -0.016079359 -0.048852094 -0.06543461 -0.044988647 -0.032279246 0.07389769 0.11695258 -0.09315838 -0.031915404 0.03779295 0.08477393 -0.1222704 0.09543209 0.026386797 0.016027391 0.11902684 -0.11688058 0.06531067 0.04964724 0.010981008 0.07179524 0.112180084 -0.034551702 -0.07923466 -0.11697475 0.06306481 0.0207548 0.011922821 -0.040632643 -0.057595573 -0.065868884 -0.08163598 0.09865272 -0.0867191 0.069667146 0.032133847 -0.060357966 -0.11461855 0.042583153 0.078784764 0.12078284 -0.04037697 -0.036894187 0.083618924 0.0925083 0.050745085 -0.07554752 0.088343635 -0.0799924 0.043977097 0.046995506 0.115752414 -0.054658845 -0.105327055
1628	-0.029176347 0.080442384 -0.026596688 0.12160212 0.05062467 0.081871524 0.09784159 0.05090125 -0.041932426 0.0621963 -0.0073768497 0.040407255 -0.104207635 0.04439439 -0.114507176 -0.009558573 -0.019927897 -0.11479019 -0.0069547966 -0.10388617 -0.112908624 -0.044247918 -0.08324781 -0.121507935 -0.10535249 -0.026342548 0.022797778 -0.0894621 0.030419394 0.005314693 -0.024721228 -0.01315394 -0.07365534 0.06315674 0.073926955 0.10595515 0.0011607558 0.09136483 0.056762546 -0.034000017 -0.04236187 -0.07310984 -0.015132941 0.042175606 -0.031256825 0.016134098 0.0855342 -0.09475723 -0.11134104 0.04033494 -0.07346587 0.06667222 -0.091739595 -0.08006007 0.010315239 0.10271905 0.11899361 0.06638533 0.059429213 -0.06307639 0.08898942 0.07354267 0.023090571 -0.039987125
2395	0.1177932 0.11205453 0.015426025 -0.075358 -0.057088785 -0.0012748614 0.073322 0.03968744 -0.09467977 -0.056526385 0.10564728 0.01702243 -0.08886611 -0.057208292 0.044955313 -0.06962811 0.09516765 0.05444087 -0.019192025 0.06017238 -0.05392033 -0.022679225 -0.009833761 -0.0017971992 -0.03838767 0.0153604895 0.020357847 0.11438994 0.076181605 0.005627945 -0.07998516 0.11650035 -0.079983786 0.07475646 0.053871796 0.075966924 0.022223413 0.024496347 0.05983472 -0.026846886 -0.12469642 0.08424573 -0.046003737 0.01999773 0.11856519 -0.0020253062 -0.046828046 -0.11730285 -0.09900452 0.047244295 -0.074036196 0.03692457 -0.0119277015 0.038455576 0.02966106 -0.06264828 -0.041932553 -0.12372408 0.05742313 -0.08131851 0.08046138 -0.10640453 -0.092881486 0.044019103
